"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3593","foo: VALUE 76","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","4157","foo: VALUE 39","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3400","foo: VALUE 51","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3280","foo: VALUE 83","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3447","foo: VALUE 85","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3828","foo: VALUE 38","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3662","foo: VALUE 96","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3634","foo: VALUE 95","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3842","foo: VALUE 66","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3660","foo: VALUE 46","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3775","foo: VALUE 57","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3785","foo: VALUE 65","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3742","foo: VALUE 72","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3347","foo: VALUE 15","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3653","foo: VALUE 78","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3943","foo: VALUE 3","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","4072","foo: VALUE 12","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3496","foo: VALUE 60","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","1343","TC-CART-004 Add all items to cart by each one","","2026-05-29","passed","2026-05-29","Cart test cases","cart.spec.ts","",""
"","3498","foo: VALUE 11","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3283","foo: VALUE 16","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3560","foo: VALUE 6","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3613","foo: VALUE 61","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","6391","foo: VALUE 1","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3613","foo: VALUE 62","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3325","foo: VALUE 27","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3684","foo: VALUE 94","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3481","foo: VALUE 7","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","4246","foo: VALUE 74","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","434","TC-LOGIN-004 Login with blank user","","2026-05-29","passed","2026-05-29","Login","login.spec.ts","",""
"","3833","foo: VALUE 2","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","661","TC-LOGIN-001 Login with valid credentials","","2026-05-29","passed","2026-05-29","Login","login.spec.ts","",""
"","3506","foo: VALUE 21","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3552","foo: VALUE 84","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3599","foo: VALUE 64","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3457","foo: VALUE 23","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3435","foo: VALUE 14","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3262","foo: VALUE 35","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3458","foo: VALUE 53","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3551","foo: VALUE 52","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3826","foo: VALUE 73","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3839","foo: VALUE 99","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3639","foo: VALUE 22","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3522","foo: VALUE 25","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3793","foo: VALUE 92","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3401","foo: VALUE 48","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3955","foo: VALUE 100","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3602","foo: VALUE 29","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3852","foo: VALUE 31","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3561","foo: VALUE 41","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3534","foo: VALUE 54","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3632","foo: VALUE 68","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3660","foo: VALUE 43","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3662","foo: VALUE 67","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3705","foo: VALUE 69","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3304","foo: VALUE 70","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3830","foo: VALUE 75","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3662","foo: VALUE 37","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3962","foo: VALUE 47","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3958","foo: VALUE 28","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3484","foo: VALUE 45","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3448","foo: VALUE 17","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","828","TC-CART-003 Add all items to cart at once","","2026-05-29","passed","2026-05-29","Cart test cases","cart.spec.ts","",""
"","3556","foo: VALUE 10","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3442","foo: VALUE 93","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3655","foo: VALUE 89","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","474","TC-LOGIN-004.1 Login with blank password","","2026-05-29","passed","2026-05-29","Login","login.spec.ts","",""
"","3626","foo: VALUE 59","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","6322","foo: VALUE 36","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3555","foo: VALUE 19","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3880","foo: VALUE 30","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3304","foo: VALUE 13","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","766","TC-CHKOUT-001 Checkout process","","2026-05-29","passed","2026-05-29","Checkout","checkout.spec.ts","",""
"","3647","foo: VALUE 26","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3578","foo: VALUE 90","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3489","foo: VALUE 56","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3618","foo: VALUE 91","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3676","foo: VALUE 80","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","502","TC-LOGIN-002 & TC-LOGIN-003 Login with invalid credentials","","2026-05-29","passed","2026-05-29","Login","login.spec.ts","",""
"","4081","foo: VALUE 98","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3634","foo: VALUE 24","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3511","foo: VALUE 77","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","488","TC-LOGIN-005 Login with blocked user","","2026-05-29","passed","2026-05-29","Login","login.spec.ts","",""
"","594","TC-CART-005 Random Item title checking","","2026-05-29","passed","2026-05-29","Cart test cases","cart.spec.ts","",""
"","4090","foo: VALUE 79","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3409","foo: VALUE 88","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3312","foo: VALUE 49","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","3863","foo: VALUE 81","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","648","TC-CART-002 Remove item from cart","","2026-05-29","passed","2026-05-29","Cart test cases","cart.spec.ts","",""
"","3270","foo: VALUE 87","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
"","1439","TC-LOGIN-006 Logout","","2026-05-29","passed","2026-05-29","Login","login.spec.ts","",""
"","3625","foo: VALUE 33","","2026-05-29","passed","2026-05-29","Form Automation","form.spec.ts","",""
