"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4108","foo: VALUE 44","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","3588","foo: VALUE 21","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","6389","foo: VALUE 71","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","3956","foo: VALUE 30","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","4064","foo: VALUE 79","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","3791","foo: VALUE 92","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","3910","foo: VALUE 57","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","3960","foo: VALUE 73","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","3859","foo: VALUE 31","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","3527","foo: VALUE 13","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","3540","foo: VALUE 53","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","3585","foo: VALUE 56","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","3706","foo: VALUE 78","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","3461","foo: VALUE 60","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","3580","foo: VALUE 7","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","1272","TC-CART-004 Add all items to cart by each one","","2026-06-05","passed","2026-06-05","Cart test cases","ui/cart.spec.ts","",""
"","6344","foo: VALUE 36","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","3706","foo: VALUE 10","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","3673","foo: VALUE 23","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","3552","foo: VALUE 45","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","3701","foo: VALUE 66","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","4432","foo: VALUE 39","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","3711","foo: VALUE 61","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","3653","foo: VALUE 90","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","3581","foo: VALUE 80","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","3602","foo: VALUE 84","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","545","TC-API-002 GET /api/users returns paginated users","","2026-06-05","passed","2026-06-05","API Testing","api/api.spec.ts","",""
"","3774","foo: VALUE 19","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","3587","foo: VALUE 25","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","3620","foo: VALUE 59","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","3574","foo: VALUE 6","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","3385","foo: VALUE 35","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","3466","foo: VALUE 85","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","3465","foo: VALUE 14","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","3871","foo: VALUE 100","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","875","TC-CART-002 Remove item from cart","","2026-06-05","passed","2026-06-05","Cart test cases","ui/cart.spec.ts","",""
"","4221","foo: VALUE 12","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","3655","foo: VALUE 34","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","454","TC-LOGIN-004 Login with blank user","","2026-06-05","passed","2026-06-05","Login","ui/login.spec.ts","",""
"","3425","foo: VALUE 77","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","4016","foo: VALUE 9","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","3611","foo: VALUE 48","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","3640","foo: VALUE 15","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","3991","foo: VALUE 38","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","4030","foo: VALUE 47","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","496","TC-LOGIN-004.1 Login with blank password","","2026-06-05","passed","2026-06-05","Login","ui/login.spec.ts","",""
"","3879","foo: VALUE 40","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","842","TC-CART-003 Add all items to cart at once","","2026-06-05","passed","2026-06-05","Cart test cases","ui/cart.spec.ts","",""
"","3529","foo: VALUE 42","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","729","TC-CHKOUT-001 Checkout process","","2026-06-05","passed","2026-06-05","Checkout","ui/checkout.spec.ts","",""
"","3391","foo: VALUE 18","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","485","TC-LOGIN-005 Login with blocked user","","2026-06-05","passed","2026-06-05","Login","ui/login.spec.ts","",""
"","3688","foo: VALUE 24","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","3551","foo: VALUE 94","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","3592","foo: VALUE 20","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","3458","foo: VALUE 58","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","3458","foo: VALUE 87","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","1432","TC-LOGIN-006 Logout","","2026-06-05","passed","2026-06-05","Login","ui/login.spec.ts","",""
"","3497","foo: VALUE 88","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","4078","foo: VALUE 98","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
"","3689","foo: VALUE 101","","2026-06-05","passed","2026-06-05","Form Automation","ui/form.spec.ts","",""
